episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1894, -117.65556967258453, 1, 35.58027897399734, 842, 1320320,                                             1000000, 0.0, 3532.489990234375
1895, 1058.028027176857, 1, 16.885000837995904, 400, 1320720,                                             1000000, 0.0, 3037.152587890625
1896, -794.4782616198063, 1, 33.579227686001104, 812, 1321532,                                             1000000, 0.0, 3226.54638671875
1897, -3109.716550350189, 2, 3.784076421005011, 84, 1321616,                                             1000000, 0.0, 3864.810546875
1898, -1504.367594063282, 1, 36.564010456997494, 879, 1322495,                                             1000000, 0.0, 3385.31103515625
1899, -9768.655588567257, 2, 29.589485764001438, 710, 1323205,                                             1000000, 0.0, 3717.602783203125
1900, 1851.0481829047203, 1, 8.220555189000152, 186, 1323391,                                             1000000, 0.0, 3176.82861328125
1901, -2735.8096101880074, 3, 5.487378725003509, 132, 1323523,                                             1000000, 0.0, 2590.416748046875
1902, 1342.6982327103615, 1, 16.80940710399591, 392, 1323915,                                             1000000, 0.0, 3915.364501953125
1903, -3498.1257758140564, 2, 8.866243163000036, 204, 1324119,                                             1000000, 0.0, 2139.98681640625
1904, -2865.81700861454, 2, 7.284494881001592, 169, 1324288,                                             1000000, 0.0, 3362.4501953125
1905, -5351.608218431473, 2, 26.32836655700521, 633, 1324921,                                             1000000, 0.0, 3265.630615234375
1906, 1303.8291708230972, 1, 18.120917446998646, 428, 1325349,                                             1000000, 0.0, 3918.6318359375
1907, 475.8888857662678, 1, 31.136943990000873, 734, 1326083,                                             1000000, 0.0, 4011.34423828125
1908, -2896.6976284980774, 2, 5.016349668003386, 113, 1326196,                                             1000000, 0.0, 3755.9951171875
1909, -2596.1993133425713, 3, 10.116539599002863, 242, 1326438,                                             1000000, 0.0, 3210.7724609375
1910, -4898.138384282589, 2, 16.659194635998574, 395, 1326833,                                             1000000, 0.0, 3703.6943359375
1911, -3550.825121283531, 2, 15.69487194300018, 383, 1327216,                                             1000000, 0.0, 3785.634765625
1912, -3290.573296070099, 3, 12.112925234003342, 300, 1327516,                                             1000000, 0.0, 3035.1484375
1913, -3083.831262230873, 2, 8.860129045999201, 211, 1327727,                                             1000000, 0.0, 3633.036376953125
1914, -2768.795433282852, 3, 10.926158854003006, 256, 1327983,                                             1000000, 0.0, 3230.88671875
1915, -4120.677446305752, 3, 14.65735268699791, 350, 1328333,                                             1000000, 0.0, 3650.496826171875
1916, 1929.689354121685, 1, 7.895310243002314, 186, 1328519,                                             1000000, 0.0, 3634.029541015625
1917, -4282.451913118362, 2, 26.00949612200202, 622, 1329141,                                             1000000, 0.0, 3531.7841796875
1918, 1521.8060215115547, 1, 13.404413171003398, 312, 1329453,                                             1000000, 0.0, 4135.1240234375
1919, -4865.528746008873, 2, 19.748533440004394, 467, 1329920,                                             1000000, 0.0, 3436.341796875
1920, -593.9271589517593, 1, 35.64180510600272, 842, 1330762,                                             1000000, 0.0, 4087.084716796875
1921, -6990.644471168518, 3, 18.813742364000063, 437, 1331199,                                             1000000, 0.0, 3387.01953125
1922, -3019.452451646328, 2, 11.461918369997875, 269, 1331468,                                             1000000, 0.0, 3639.7646484375
1923, -353.40298038721085, 1, 13.736765176006884, 329, 1331797,                                             1000000, 0.0, 2779.181640625
1924, 1244.773258984089, 1, 17.159684040001594, 397, 1332194,                                             1000000, 0.0, 3557.478515625
1925, -3601.3071150779724, 3, 13.191295996999543, 316, 1332510,                                             1000000, 0.0, 3894.205322265625
1926, -3181.6272582411766, 3, 11.129846266005188, 259, 1332769,                                             1000000, 0.0, 3029.854736328125
1927, 833.422775387764, 1, 21.309364123000705, 507, 1333276,                                             1000000, 0.0, 3377.222900390625
1928, -6708.8956307172775, 2, 35.58711047199904, 854, 1334130,                                             1000000, 0.0, 3569.802490234375
1929, -3699.7070810198784, 2, 18.258843743999023, 432, 1334562,                                             1000000, 0.0, 3994.220947265625
1930, -2696.020322561264, 2, 7.271544677001657, 174, 1334736,                                             1000000, 0.0, 4152.31201171875
1931, -2970.343434035778, 2, 10.873256924001907, 268, 1335004,                                             1000000, 0.0, 3908.670166015625
1932, 712.1470127105713, 1, 17.03477465800097, 415, 1335419,                                             1000000, 0.0, 3354.473388671875
1933, -6286.718492090702, 2, 29.974334054000792, 727, 1336146,                                             1000000, 0.0, 3336.48876953125
1934, 1567.3374075889587, 1, 13.20338810999965, 320, 1336466,                                             1000000, 0.0, 2785.855712890625
1935, -4042.8909779787064, 3, 18.45198307499959, 452, 1336918,                                             1000000, 0.0, 3419.74658203125
1936, -974.430575966835, 1, 21.066066045998014, 490, 1337408,                                             1000000, 0.0, 3752.81494140625
1937, -3468.7492139339447, 3, 14.178307819005568, 336, 1337744,                                             1000000, 0.0, 4234.8134765625
1938, 1484.6378445029259, 1, 15.605000055002165, 370, 1338114,                                             1000000, 0.0, 3334.420166015625
1939, -3024.8831322193146, 2, 8.101893174003635, 194, 1338308,                                             1000000, 0.0, 3996.558349609375
1940, 507.26221334934235, 1, 21.949525551004626, 519, 1338827,                                             1000000, 0.0, 4001.175537109375
1941, 854.3677731156349, 1, 26.037961595000525, 635, 1339462,                                             1000000, 0.0, 3795.1396484375
1942, 829.6953018903732, 1, 14.623289019000367, 358, 1339820,                                             1000000, 0.0, 3416.706787109375
1943, 104.24420005083084, 1, 19.038894903002074, 458, 1340278,                                             1000000, 0.0, 3087.2060546875
1944, -1089.5119080841541, 1, 26.873341696998978, 647, 1340925,                                             1000000, 0.0, 4310.99267578125
1945, -3557.1985179185867, 3, 9.331791519005492, 223, 1341148,                                             1000000, 0.0, 3788.791015625
1946, -3028.6558713316917, 3, 14.561437336997187, 333, 1341481,                                             1000000, 0.0, 3774.41259765625
1947, -3437.0104466080666, 2, 7.905099506002443, 187, 1341668,                                             1000000, 0.0, 4881.32470703125
1948, 1998.6046388745308, 1, 7.845706334002898, 180, 1341848,                                             1000000, 0.0, 2957.08740234375
1949, 249.71997982263565, 1, 24.38863868000044, 573, 1342421,                                             1000000, 0.0, 3111.108154296875
1950, -3928.90572309494, 2, 25.420989382997504, 600, 1343021,                                             1000000, 0.0, 3531.8408203125
1951, 1641.010172367096, 1, 13.34974327400414, 323, 1343344,                                             1000000, 0.0, 3853.187255859375
1952, -3013.741659641266, 2, 4.561822112998925, 103, 1343447,                                             1000000, 0.0, 4507.9755859375
1953, -3182.405894756317, 2, 10.099418498000887, 242, 1343689,                                             1000000, 0.0, 3621.050048828125
1954, 1145.6928487420082, 1, 16.38653878000332, 396, 1344085,                                             1000000, 0.0, 3184.609619140625
1955, -277.2054123878479, 1, 37.65989658900071, 931, 1345016,                                             1000000, 0.0, 3608.17724609375
1956, -609.2001791596413, 1, 34.54063004499767, 850, 1345866,                                             1000000, 0.0, 3097.29638671875
1957, -3043.7287969589233, 2, 2.3411006169990287, 55, 1345921,                                             1000000, 0.0, 2749.855224609375
1958, 1610.5393397808075, 1, 14.252140602999134, 349, 1346270,                                             1000000, 0.0, 3563.3466796875
1959, -2639.1161303520203, 2, 2.1619336520016077, 50, 1346320,                                             1000000, 0.0, 3764.8212890625
1960, -3299.2703828811646, 3, 14.951044625995564, 357, 1346677,                                             1000000, 0.0, 4513.3349609375
